Vatten-ID	Namn Vatten	Huvudavrinningsområde	Län	Kommun(er)	Distrikt	Vattenkategori	Vattnet är vattenförekomst/övrigt vatten	Vattentyp - Sjö	Limnisk vattentypsregion	Medeldjup (m)	Alkalinitet (mekv/l)	Humus (mg Pt/l)
SE698482-161690	Jäpplingssjön	Kustområde - SE37038	Västernorrland - 22	Kramfors - 2282	Bottenhavet	LW	Vattenförekomst	2ML-	2	M	L	
SE679860-566990	Sörbosjön	Ljusnan - SE48000	Gävleborg - 21	Bollnäs - 2183	Bottenhavet	LW	Vattenförekomst	2---	2			
SE709740-141339	Bergsjön	Indalsälven - SE40000	Jämtland - 23	Krokom - 2309	Bottenhavet	LW	Vattenförekomst	3---	3			
SE700530-144970	Opesjön	Indalsälven - SE40000	Jämtland - 23	Östersund - 2380	Bottenhavet	LW	Vattenförekomst	3---	3			
SE701996-141184	Drevetjärnen	Indalsälven - SE40000	Jämtland - 23	Åre - 2321	Bottenhavet	LW	Vattenförekomst	3---	3			
SE711767-158173	Bomsjötjärnen	Ångermanälven - SE38000	Västerbotten - 24	Åsele - 2463	Bottenhavet	LW	Vattenförekomst	3-LB	3		L	B
SE680805-136345	Kullhån	Dalälven - SE53000	Dalarna - 20	Malung-Sälen - 2023, Älvdalen - 2039	Bottenhavet	LW	Vattenförekomst	3G--	3	G		
SE695227-146746	Stenstjärnen	Ljungan - SE42000	Jämtland - 23	Bräcke - 2305	Bottenhavet	LW	Vattenförekomst	3---	3			
SE696280-151202	Alan	Ljungan - SE42000	Jämtland - 23	Bräcke - 2305	Bottenhavet	LW	Vattenförekomst	3---	3			
SE707566-137667	Fjälltjärnarna H.630	Indalsälven - SE40000	Jämtland - 23	Åre - 2321	Bottenhavet	LW	Vattenförekomst	3---	3			
SE695289-131141	Lill-Glän	Ljusnan - SE48000	Jämtland - 23	Härjedalen - 2361	Bottenhavet	LW	Vattenförekomst	3---	3			
SE672991-152161	Stora Toxen	Gavleån - SE52000	Dalarna - 20	Falun - 2080	Bottenhavet	LW	Vattenförekomst	3M--	3	M		
SE688069-134747	Lilla Harundsjön	Dalälven - SE53000	Dalarna - 20	Älvdalen - 2039	Bottenhavet	LW	Vattenförekomst	3---	3			
SE689558-158513	Övertjärnen	Kustområde - SE42043	Västernorrland - 22	Sundsvall - 2281	Bottenhavet	LW	Vattenförekomst	2ML-	2	M	L	
SE715587-146998	Svanselet	Ångermanälven - SE38000	Jämtland - 23	Strömsund - 2313	Bottenhavet	LW	Vattenförekomst	3---	3			
SE703554-133357	Finntjärnen	Indalsälven - SE40000	Jämtland - 23	Åre - 2321	Bottenhavet	LW	Vattenförekomst	3---	3			
SE704596-161397	Långvattnet	Moälven - SE36000	Västernorrland - 22	Örnsköldsvik - 2284	Bottenhavet	LW	Vattenförekomst	2-L-	2		L	
SE719115-155547	Stor-Grundsjön	Ångermanälven - SE38000	Västerbotten - 24	Vilhelmina - 2462	Bottenhavet	LW	Vattenförekomst	3GLB	3	G	L	B
SE705452-149498	Görviksjön	Ångermanälven - SE38000	Jämtland - 23	Strömsund - 2313	Bottenhavet	LW	Vattenförekomst	3---	3			
SE706284-158117	Holmsjön	Moälven - SE36000	Västernorrland - 22	Örnsköldsvik - 2284	Bottenhavet	LW	Vattenförekomst	3-L-	3		L	
SE691987-135368	Stor-Grucken	Ljusnan - SE48000	Jämtland - 23	Härjedalen - 2361	Bottenhavet	LW	Vattenförekomst	3---	3			
SE667928-153581	Hedesjön	Dalälven - SE53000	Dalarna - 20	Avesta - 2084	Bottenhavet	LW	Vattenförekomst	2---	2			
SE685150-145155	Rullbosjön	Ljusnan - SE48000	Gävleborg - 21	Ljusdal - 2161	Bottenhavet	LW	Vattenförekomst	3---	3			
SE710722-138818	WA31761650	Indalsälven - SE40000	Jämtland - 23	Krokom - 2309	Bottenhavet	LW	Vattenförekomst	3---	3			
SE711867-161647	Lill-Stutvattnet	Gideälven - SE34000	Västerbotten - 24	Åsele - 2463	Bottenhavet	LW	Vattenförekomst	3-LB	3		L	B
SE699589-134170	Härjångssjöarna	Indalsälven - SE40000	Jämtland - 23	Åre - 2321	Bottenhavet	LW	Vattenförekomst	4---	4			
SE700664-161329	Rysjön	Nätraån - SE37000	Västernorrland - 22	Kramfors - 2282	Bottenhavet	LW	Vattenförekomst	3MLB	3	M	L	B
SE687329-151670	Sandviks-Långtjärnen	Ljusnan - SE48000	Gävleborg - 21	Ljusdal - 2161	Bottenhavet	LW	Vattenförekomst	3---	3			
SE704075-131970	Brattjärnen	Indalsälven - SE40000	Jämtland - 23	Åre - 2321	Bottenhavet	LW	Vattenförekomst	3---	3			
SE714734-159398	Norsjön	Lögdeälven - SE32000	Västerbotten - 24	Åsele - 2463	Bottenhavet	LW	Vattenförekomst	3-LB	3		L	B
SE682284-143161	Södra Gällsjön	Dalälven - SE53000	Dalarna - 20	Orsa - 2034	Bottenhavet	LW	Vattenförekomst	3---	3			
SE697285-157686	Hornsjön	Indalsälven - SE40000	Västernorrland - 22	Härnösand - 2280	Bottenhavet	LW	Vattenförekomst	3-LB	3		L	B
SE684554-146653	Kyrkbytjärnen	Ljusnan - SE48000	Gävleborg - 21	Ljusdal - 2161	Bottenhavet	LW	Vattenförekomst	3G--	3	G		
SE685576-130867	Nederstjärnen	Dalälven - SE53000	Dalarna - 20	Älvdalen - 2039	Bottenhavet	LW	Vattenförekomst	3---	3			
SE710224-141928	Stor-Rössjön	Indalsälven - SE40000	Jämtland - 23	Krokom - 2309	Bottenhavet	LW	Vattenförekomst	3---	3			
SE699043-151730	Skällsjön	Ljungan - SE42000	Jämtland - 23	Bräcke - 2305	Bottenhavet	LW	Preliminär vattenförekomst	3G--	3	G		
SE700008-160311	Långsjön	Ångermanälven - SE38000	Västernorrland - 22	Kramfors - 2282	Bottenhavet	LW	Vattenförekomst	2-L-	2		L	
SE694856-151347	Hällsjön	Ljungan - SE42000	Västernorrland - 22	Ånge - 2260	Bottenhavet	LW	Vattenförekomst	3-LB	3		L	B
SE695760-159556	Stor-Svarttjärnen	Kustområde - SE38039	Västernorrland - 22	Härnösand - 2280	Bottenhavet	LW	Vattenförekomst	2GLB	2	G	L	B
SE726317-145214	WA55458414	Vapstälven - SE115000	Västerbotten - 24	Storuman - 2421	Bottenhavet	LW	Vattenförekomst	4-LK	4		L	K
SE721737-144267	WA14820724	Ångermanälven - SE38000	Västerbotten - 24	Vilhelmina - 2462	Bottenhavet	LW	Vattenförekomst	4-LK	4		L	K
SE692328-131506	Linjetjärnen	Göta älv - SE108000	Jämtland - 23	Härjedalen - 2361	Bottenhavet	LW	Vattenförekomst	3---	3			
SE678651-145260	Skattungen	Dalälven - SE53000	Dalarna - 20	Orsa - 2034, Rättvik - 2031	Bottenhavet	LW	Vattenförekomst	3---	3			
SE722099-150938	Gäddsjöbleriken	Ångermanälven - SE38000	Västerbotten - 24	Vilhelmina - 2462	Bottenhavet	LW	Vattenförekomst	3-LK	3		L	K
SE694910-153108	Fagervikssjön	Ljungan - SE42000	Västernorrland - 22	Sundsvall - 2281, Ånge - 2260	Bottenhavet	LW	Vattenförekomst	3ML-	3	M	L	
SE671225-148498	Lilla Aspan	Dalälven - SE53000	Dalarna - 20	Falun - 2080	Bottenhavet	LW	Vattenförekomst	2M--	2	M		
SE687447-132044	Guttusjön	Dalälven - SE53000	Dalarna - 20	Älvdalen - 2039	Bottenhavet	LW	Vattenförekomst	3---	3			
SE703184-135396	Greningen	Indalsälven - SE40000	Jämtland - 23	Åre - 2321	Bottenhavet	LW	Vattenförekomst	3---	3			
SE690143-136486	Översjön	Ljusnan - SE48000	Jämtland - 23	Härjedalen - 2361	Bottenhavet	LW	Vattenförekomst	3---	3			
SE716283-143213	WA44270121	Ångermanälven - SE38000	Jämtland - 23	Strömsund - 2313	Bottenhavet	LW	Vattenförekomst	3---	3			
SE717978-147533	Kalvtjärnarna	Ångermanälven - SE38000	Västerbotten - 24	Dorotea - 2425	Bottenhavet	LW	Vattenförekomst	3-LK	3		L	K
SE691302-134091	Västra Sicklingen	Ljusnan - SE48000	Jämtland - 23	Härjedalen - 2361	Bottenhavet	LW	Vattenförekomst	3---	3			
SE704128-142469	Visjön	Indalsälven - SE40000	Jämtland - 23	Krokom - 2309	Bottenhavet	LW	Vattenförekomst	3---	3			
SE705103-164430	Hemsjön	Gideälven - SE34000	Västernorrland - 22	Örnsköldsvik - 2284	Bottenhavet	LW	Vattenförekomst	3ML-	3	M	L	
SE684615-138670	Nedre Rottensjön	Dalälven - SE53000	Jämtland - 23	Härjedalen - 2361	Bottenhavet	LW	Vattenförekomst	3---	3			
SE700076-139265	Sörbytjärnen	Indalsälven - SE40000	Jämtland - 23	Åre - 2321	Bottenhavet	LW	Vattenförekomst	3---	3			
SE709396-164313	Holmtjärnen	Lögdeälven - SE32000	Västerbotten - 24	Bjurholm - 2403	Bottenhavet	LW	Vattenförekomst	3-LB	3		L	B
SE710279-142534	Stor-Hasslingen	Indalsälven - SE40000	Jämtland - 23	Krokom - 2309	Bottenhavet	LW	Vattenförekomst	3---	3			
SE670563-148814	Runn	Dalälven - SE53000	Dalarna - 20	Borlänge - 2081, Falun - 2080	Bottenhavet	LW	Vattenförekomst	2---	2			
SE685629-144290	Övre Björnåflarken	Ljusnan - SE48000	Gävleborg - 21	Ljusdal - 2161	Bottenhavet	LW	Vattenförekomst	3---	3			
SE711347-145752	Stor-Rörtjärn	Ångermanälven - SE38000	Jämtland - 23	Strömsund - 2313	Bottenhavet	LW	Vattenförekomst	3---	3			
SE686774-144794	Iguln	Ljusnan - SE48000	Jämtland - 23	Härjedalen - 2361	Bottenhavet	LW	Vattenförekomst	3---	3			
SE701528-145857	Östersjön	Indalsälven - SE40000	Jämtland - 23	Östersund - 2380	Bottenhavet	LW	Vattenförekomst	3---	3			
SE702629-158342	Rävsjön	Ångermanälven - SE38000	Västernorrland - 22	Sollefteå - 2283, Örnsköldsvik - 2284	Bottenhavet	LW	Vattenförekomst	3MLB	3	M	L	B
SE680231-137127	Van	Dalälven - SE53000	Dalarna - 20	Älvdalen - 2039	Bottenhavet	LW	Vattenförekomst	3G--	3	G		
SE681666-156424	Övergråssjön	Kustområde - SE46047	Gävleborg - 21	Hudiksvall - 2184	Bottenhavet	LW	Vattenförekomst	2G--	2	G		
SE695825-159645	Stortjärnen	Kustområde - SE38039	Västernorrland - 22	Härnösand - 2280	Bottenhavet	LW	Vattenförekomst	2MLB	2	M	L	B
SE707150-148695	Hostsjön	Ångermanälven - SE38000	Jämtland - 23	Strömsund - 2313	Bottenhavet	LW	Vattenförekomst	3---	3			
SE708960-164623	Blåtjärnen	Lögdeälven - SE32000	Västerbotten - 24	Bjurholm - 2403	Bottenhavet	LW	Vattenförekomst	3-LB	3		L	B
SE709839-143603	Nils-Jonsavattnet	Indalsälven - SE40000	Jämtland - 23	Krokom - 2309	Bottenhavet	LW	Vattenförekomst	3---	3			
SE698546-155935	Långsjön	Ångermanälven - SE38000	Västernorrland - 22	Sollefteå - 2283	Bottenhavet	LW	Vattenförekomst	3-L-	3		L	
SE720490-148760	Jillestjärnen	Ångermanälven - SE38000	Västerbotten - 24	Vilhelmina - 2462	Bottenhavet	LW	Vattenförekomst	3-LK	3		L	K
SE723572-150051	WA99480832	Ångermanälven - SE38000	Västerbotten - 24	Vilhelmina - 2462	Bottenhavet	LW	Vattenförekomst	3-LK	3		L	K
SE705828-168687	Norrsjön	Kustområde - SE30031	Västerbotten - 24	Nordmaling - 2401	Bottenhavet	LW	Vattenförekomst	2-LB	2		L	B
SE676724-140168	Myckelsjön	Dalälven - SE53000	Dalarna - 20	Mora - 2062	Bottenhavet	LW	Vattenförekomst	3---	3			
SE706773-159695	Lillsjön	Moälven - SE36000	Västernorrland - 22	Örnsköldsvik - 2284	Bottenhavet	LW	Vattenförekomst	3-LB	3		L	B
SE720590-149270	Stentjärnarna (norra)	Ångermanälven - SE38000	Västerbotten - 24	Vilhelmina - 2462	Bottenhavet	LW	Vattenförekomst	3-LK	3		L	K
SE691424-156628	Långsjön	Ljungan - SE42000	Västernorrland - 22	Sundsvall - 2281	Bottenhavet	LW	Vattenförekomst	2-L-	2		L	
SE693106-154887	Bladtjärnen	Selångersån - SE41000	Västernorrland - 22	Sundsvall - 2281	Bottenhavet	LW	Vattenförekomst	3-L-	3		L	
SE686875-143156	Hundsjön	Ljusnan - SE48000	Jämtland - 23	Härjedalen - 2361	Bottenhavet	LW	Vattenförekomst	3M--	3	M		
SE712584-156737	Sängsjön	Ångermanälven - SE38000	Västerbotten - 24	Åsele - 2463	Bottenhavet	LW	Vattenförekomst	3-LB	3		L	B
SE700134-138852	Stjärntjärnen	Indalsälven - SE40000	Jämtland - 23	Åre - 2321	Bottenhavet	LW	Vattenförekomst	3---	3			
SE701631-144585	Kläppesjön	Indalsälven - SE40000	Jämtland - 23	Krokom - 2309, Östersund - 2380	Bottenhavet	LW	Vattenförekomst	3---	3			
SE711453-146332	Torkeltjärnarna	Ångermanälven - SE38000	Jämtland - 23	Strömsund - 2313	Bottenhavet	LW	Vattenförekomst	3---	3			
SE673086-137379	Nissången	Dalälven - SE53000	Dalarna - 20	Malung-Sälen - 2023	Bottenhavet	LW	Vattenförekomst	3M--	3	M		
SE688204-148561	Öratjärnen	Ljusnan - SE48000	Gävleborg - 21	Ljusdal - 2161	Bottenhavet	LW	Vattenförekomst	3G--	3	G		
SE715656-152274	Fjällsjöarna	Ångermanälven - SE38000	Västerbotten - 24	Dorotea - 2425, Vilhelmina - 2462	Bottenhavet	LW	Vattenförekomst	3-LB	3		L	B
SE689675-147889	Södra Ursjön	Ljusnan - SE48000	Jämtland - 23	Härjedalen - 2361	Bottenhavet	LW	Vattenförekomst	3---	3			
SE683067-144879	Sandsjön	Dalälven - SE53000	Gävleborg - 21	Ljusdal - 2161	Bottenhavet	LW	Vattenförekomst	3M--	3	M		
SE698588-158525	Stor-Herrsjön	Kustområde - SE38039	Västernorrland - 22	Kramfors - 2282	Bottenhavet	LW	Vattenförekomst	2MLB	2	M	L	B
SE668170-142430	Lång-Mölsen	Dalälven - SE53000	Dalarna - 20	Vansbro - 2021	Bottenhavet	LW	Vattenförekomst	3---	3			
SE700784-154633	Finnsjön	Ångermanälven - SE38000	Västernorrland - 22	Sollefteå - 2283	Bottenhavet	LW	Vattenförekomst	3GL-	3	G	L	
SE710824-138766	WA74924380	Indalsälven - SE40000	Jämtland - 23	Krokom - 2309	Bottenhavet	LW	Vattenförekomst	4---	4			
SE677954-141090	Oxbergssjön	Dalälven - SE53000	Dalarna - 20	Mora - 2062	Bottenhavet	LW	Vattenförekomst	3---	3			
SE723904-143690	Luoktjemjaure	Ångermanälven - SE38000	Västerbotten - 24	Vilhelmina - 2462	Bottenhavet	LW	Vattenförekomst	4-LK	4		L	K
SE680992-156506	Losesjön	Kustområde - SE46047	Gävleborg - 21	Söderhamn - 2182	Bottenhavet	LW	Vattenförekomst	2---	2			
SE708479-138058	Stor-Mjölkvattnet	Indalsälven - SE40000	Jämtland - 23	Krokom - 2309, Åre - 2321	Bottenhavet	LW	Vattenförekomst	3---	3			
SE690830-156389	Lindsjön	Ljungan - SE42000	Västernorrland - 22	Sundsvall - 2281	Bottenhavet	LW	Vattenförekomst	2-LB	2		L	B
SE692087-134718	Trollkäringtjärnen	Ljusnan - SE48000	Jämtland - 23	Härjedalen - 2361	Bottenhavet	LW	Vattenförekomst	3---	3			
SE719304-142061	Mesvattnet	Ångermanälven - SE38000	Jämtland - 23	Strömsund - 2313	Bottenhavet	LW	Vattenförekomst	3---	3			
SE716987-144717	WA17739339	Ångermanälven - SE38000	Jämtland - 23	Strömsund - 2313	Bottenhavet	LW	Vattenförekomst	3---	3			
SE685857-155751	Finnsjön	Delångersån - SE45000	Gävleborg - 21	Hudiksvall - 2184	Bottenhavet	LW	Vattenförekomst	2M--	2	M		
SE687175-143802	Östertjärnen	Ljusnan - SE48000	Jämtland - 23	Härjedalen - 2361	Bottenhavet	LW	Vattenförekomst	3---	3			
SE680571-148272	Övre Hammardammen	Ljusnan - SE48000	Gävleborg - 21	Ovanåker - 2121	Bottenhavet	LW	Vattenförekomst	3---	3			
SE696112-152315	Landflyn	Ljungan - SE42000	Jämtland - 23	Bräcke - 2305	Bottenhavet	LW	Vattenförekomst	3---	3			
SE697089-137693	Över-Grucken	Ljungan - SE42000	Jämtland - 23	Berg - 2326	Bottenhavet	LW	Vattenförekomst	3M--	3	M		
SE708226-144972	Väster-Harvattnet	Indalsälven - SE40000	Jämtland - 23	Krokom - 2309	Bottenhavet	LW	Vattenförekomst	3---	3			
SE683282-145396	Hamrasjöhötjärnen	Ljusnan - SE48000	Gävleborg - 21	Ljusdal - 2161	Bottenhavet	LW	Vattenförekomst	3---	3			
SE684293-158666	Stor-Hällsjön	Kustområde - SE44045	Gävleborg - 21	Hudiksvall - 2184	Bottenhavet	LW	Vattenförekomst	2---	2			
SE698800-150346	Stor-Östtjärnen	Ljungan - SE42000	Jämtland - 23	Bräcke - 2305	Bottenhavet	LW	Vattenförekomst	3---	3			
SE709161-162664	Långvattnet	Gideälven - SE34000	Västernorrland - 22	Örnsköldsvik - 2284	Bottenhavet	LW	Vattenförekomst	3-L-	3		L	
SE677023-145872	Draggen	Dalälven - SE53000	Dalarna - 20	Mora - 2062, Orsa - 2034, Rättvik - 2031	Bottenhavet	LW	Vattenförekomst	3---	3			
SE725055-147418	Silisen	Ångermanälven - SE38000	Västerbotten - 24	Vilhelmina - 2462	Bottenhavet	LW	Vattenförekomst	3-LK	3		L	K
SE694638-159654	Älgsjötjärnen	Gådeån - SE39000	Västernorrland - 22	Härnösand - 2280	Bottenhavet	LW	Vattenförekomst	2-L-	2		L	
SE720892-144796	Slipsiken / Sjliptjehke	Ångermanälven - SE38000	Västerbotten - 24, Jämtland - 23	Dorotea - 2425, Strömsund - 2313, Vilhelmina - 2462	Bottenhavet	LW	Vattenförekomst	4---	4			
SE679755-155350	Florsjön	Ljusnan - SE48000	Gävleborg - 21	Söderhamn - 2182	Bottenhavet	LW	Vattenförekomst	2---	2			
SE696616-159304	Sör-Norsjön	Kustområde - SE38039	Västernorrland - 22	Härnösand - 2280	Bottenhavet	LW	Vattenförekomst	2-L-	2		L	
SE673309-147622	Gopen	Dalälven - SE53000	Dalarna - 20	Falun - 2080, Leksand - 2029	Bottenhavet	LW	Vattenförekomst	2M--	2	M		
SE715930-145780	WA85279742	Ångermanälven - SE38000	Jämtland - 23	Strömsund - 2313	Bottenhavet	LW	Vattenförekomst	3---	3			
SE714359-141951	Storvattnet	Ångermanälven - SE38000	Jämtland - 23	Krokom - 2309, Strömsund - 2313	Bottenhavet	LW	Vattenförekomst	3---	3			
SE674641-155686	Fjärden	Testeboån - SE51000	Gävleborg - 21	Ockelbo - 2101	Bottenhavet	LW	Vattenförekomst	2---	2			
SE692346-148199	Holmsjön	Ljungan - SE42000	Västernorrland - 22	Ånge - 2260	Bottenhavet	LW	Vattenförekomst	3MLK	3	M	L	K
SE706490-150402	Stamsele-Viken	Ångermanälven - SE38000	Jämtland - 23	Strömsund - 2313	Bottenhavet	LW	Vattenförekomst	3---	3			
SE694235-131038	Bodtjärnen	Glomma - SE113000	Jämtland - 23	Härjedalen - 2361	Bottenhavet	LW	Vattenförekomst	4---	4			
SE686365-153560	Ramsjösjön	Delångersån - SE45000	Gävleborg - 21	Hudiksvall - 2184	Bottenhavet	LW	Vattenförekomst	2---	2			
SE699815-134008	Lieugesåjjatjärnen	Indalsälven - SE40000	Jämtland - 23	Åre - 2321	Bottenhavet	LW	Vattenförekomst	4---	4			
SE712152-146185	Millestvattnet	Ångermanälven - SE38000	Jämtland - 23	Strömsund - 2313	Bottenhavet	LW	Vattenförekomst	3---	3			
SE685496-153902	Stömnesjön	Delångersån - SE45000	Gävleborg - 21	Hudiksvall - 2184	Bottenhavet	LW	Vattenförekomst	2M--	2	M		
SE686466-152492	Gåssjön	Delångersån - SE45000	Gävleborg - 21	Hudiksvall - 2184	Bottenhavet	LW	Vattenförekomst	3G--	3	G		
SE711087-144762	Södra Länsmansvattnet	Indalsälven - SE40000	Jämtland - 23	Krokom - 2309	Bottenhavet	LW	Vattenförekomst	3---	3			
SE699899-137871	Smalingen	Indalsälven - SE40000	Jämtland - 23	Åre - 2321	Bottenhavet	LW	Vattenförekomst	3---	3			
SE701230-145029	Gällsjön	Indalsälven - SE40000	Jämtland - 23	Östersund - 2380	Bottenhavet	LW	Vattenförekomst	3---	3			
SE710087-159256	Högremsjön	Ångermanälven - SE38000	Västerbotten - 24	Åsele - 2463	Bottenhavet	LW	Vattenförekomst	3-LB	3		L	B
SE725223-148755	Rättsjön	Vapstälven - SE115000	Västerbotten - 24	Vilhelmina - 2462	Bottenhavet	LW	Vattenförekomst	3-LK	3		L	K
SE698390-152062	Kalven	Ljungan - SE42000	Jämtland - 23	Bräcke - 2305	Bottenhavet	LW	Vattenförekomst	3---	3			
SE707861-166410	Långvattnet	Leduån - SE31000	Västerbotten - 24	Nordmaling - 2401	Bottenhavet	LW	Vattenförekomst	2-LB	2		L	B
SE708712-163626	Kvarntjärn	Lögdeälven - SE32000	Västerbotten - 24	Bjurholm - 2403	Bottenhavet	LW	Vattenförekomst	3-LB	3		L	B
SE691119-136017	Rannsjön	Ljusnan - SE48000	Jämtland - 23	Härjedalen - 2361	Bottenhavet	LW	Vattenförekomst	3---	3			
SE692545-156384	Segersjön	Selångersån - SE41000	Västernorrland - 22	Sundsvall - 2281	Bottenhavet	LW	Vattenförekomst	2GLB	2	G	L	B
SE704922-169097	Järnäsfjärden	Kustområde - SE30031	Västerbotten - 24	Nordmaling - 2401	Bottenhavet	LW	Vattenförekomst	2-LB	2		L	B
SE722801-147977	Övre Gailanjaure	Ångermanälven - SE38000	Västerbotten - 24	Vilhelmina - 2462	Bottenhavet	LW	Vattenförekomst	4-LK	4		L	K
SE670203-139384	Granusjö	Dalälven - SE53000	Dalarna - 20	Malung-Sälen - 2023	Bottenhavet	LW	Vattenförekomst	3---	3			
SE671564-150407	Lilla Lönnvattnet	Dalälven - SE53000	Dalarna - 20	Falun - 2080	Bottenhavet	LW	Vattenförekomst	3---	3			
SE687784-143513	Rengsjön	Ljusnan - SE48000	Jämtland - 23	Härjedalen - 2361	Bottenhavet	LW	Vattenförekomst	3---	3			
SE689295-147721	Svartsjön	Ljusnan - SE48000	Jämtland - 23	Härjedalen - 2361	Bottenhavet	LW	Vattenförekomst	3---	3			
SE712207-144507	Klemmettjärnarna	Ångermanälven - SE38000	Jämtland - 23	Krokom - 2309	Bottenhavet	LW	Vattenförekomst	3---	3			
SE703371-160210	Orratjärnen	Nätraån - SE37000	Västernorrland - 22	Örnsköldsvik - 2284	Bottenhavet	LW	Vattenförekomst	3MLB	3	M	L	B
SE690439-157612	Kivan	Ljungan - SE42000	Västernorrland - 22	Sundsvall - 2281	Bottenhavet	LW	Vattenförekomst	2-L-	2		L	
SE705269-138861	Lill-Grässjön	Indalsälven - SE40000	Jämtland - 23	Krokom - 2309	Bottenhavet	LW	Vattenförekomst	3---	3			
SE691417-132260	Norra Lill-Bredåtjärnarna	Göta älv - SE108000	Jämtland - 23	Härjedalen - 2361	Bottenhavet	LW	Vattenförekomst	3---	3			
SE667260-155858	Nordmyrasjön	Dalälven - SE53000	Uppsala - 03	Heby - 0331	Bottenhavet	LW	Vattenförekomst	2---	2			
SE684867-143980	Tandsjön	Ljusnan - SE48000	Gävleborg - 21	Ljusdal - 2161	Bottenhavet	LW	Vattenförekomst	3M--	3	M		
SE709617-164710	Gransjön	Lögdeälven - SE32000	Västerbotten - 24	Bjurholm - 2403	Bottenhavet	LW	Vattenförekomst	3-LB	3		L	B
SE683925-133408	Lilla Rörsjön	Dalälven - SE53000	Dalarna - 20	Älvdalen - 2039	Bottenhavet	LW	Vattenförekomst	4---	4			
SE684961-155569	Södra Dellen	Delångersån - SE45000	Gävleborg - 21	Hudiksvall - 2184	Bottenhavet	LW	Vattenförekomst	2D--	2	D		
SE709687-152368	Byvattnet	Ångermanälven - SE38000	Jämtland - 23	Strömsund - 2313	Bottenhavet	LW	Vattenförekomst	3---	3			
SE710236-397337	Holdern	Indalsälven - SE40000	Jämtland - 23	Åre - 2321	Bottenhavet	LW	Vattenförekomst	3---	3			
SE698430-148720	Gårdsjön	Ljungan - SE42000	Jämtland - 23	Bräcke - 2305	Bottenhavet	LW	Vattenförekomst	3---	3			
SE699439-157472	Knäsjön	Ångermanälven - SE38000	Västernorrland - 22	Sollefteå - 2283	Bottenhavet	LW	Vattenförekomst	3MLB	3	M	L	B
SE694121-144234	Stortjärnen	Ljungan - SE42000	Jämtland - 23	Berg - 2326	Bottenhavet	LW	Vattenförekomst	3---	3			
SE695206-150450	Långtjärnen	Ljungan - SE42000	Västernorrland - 22	Ånge - 2260	Bottenhavet	LW	Vattenförekomst	3-L-	3		L	
SE706589-167197	Vitvattnet	Lögdeälven - SE32000	Västerbotten - 24	Nordmaling - 2401	Bottenhavet	LW	Vattenförekomst	2-LB	2		L	B
SE679180-147697	Stocken	Dalälven - SE53000	Dalarna - 20	Rättvik - 2031	Bottenhavet	LW	Vattenförekomst	3---	3			
SE696195-144830	Stor-Noren	Ljungan - SE42000	Jämtland - 23	Berg - 2326, Bräcke - 2305	Bottenhavet	LW	Vattenförekomst	3---	3			
SE697159-133702	Övre Skärvagen / Raudejaure / Raavtejaevrie	Ljungan - SE42000	Jämtland - 23	Berg - 2326	Bottenhavet	LW	Vattenförekomst	4---	4			
SE672727-145399	Molnbyggen	Dalälven - SE53000	Dalarna - 20	Leksand - 2029	Bottenhavet	LW	Vattenförekomst	2---	2			
SE704490-137143	Kvarntjärnen	Indalsälven - SE40000	Jämtland - 23	Åre - 2321	Bottenhavet	LW	Vattenförekomst	3---	3			
SE716713-144276	Stensjön / Gierkerejaevrie	Ångermanälven - SE38000	Jämtland - 23	Strömsund - 2313	Bottenhavet	LW	Vattenförekomst	3---	3			
SE690521-132082	Klacken	Dalälven - SE53000	Dalarna - 20	Älvdalen - 2039	Bottenhavet	LW	Vattenförekomst	3---	3			
SE677088-156297	Tönnebrosjön	Skärjån - SE49000	Gävleborg - 21	Gävle - 2180, Söderhamn - 2182	Bottenhavet	LW	Vattenförekomst	2G--	2	G		
SE691769-154522	Lotjärnen	Ljungan - SE42000	Västernorrland - 22	Sundsvall - 2281	Bottenhavet	LW	Vattenförekomst	2-L-	2		L	
SE693488-146314	Björntjärnen	Ljungan - SE42000	Västernorrland - 22	Ånge - 2260	Bottenhavet	LW	Vattenförekomst	3-L-	3		L	
SE718601-144410	Störjaren	Ångermanälven - SE38000	Jämtland - 23	Strömsund - 2313	Bottenhavet	LW	Vattenförekomst	3---	3			
SE721118-150223	Rekansjön	Ångermanälven - SE38000	Västerbotten - 24	Vilhelmina - 2462	Bottenhavet	LW	Vattenförekomst	3-LK	3		L	K
SE669457-149129	Dammsjön	Dalälven - SE53000	Dalarna - 20	Säter - 2082	Bottenhavet	LW	Vattenförekomst	2---	2			
SE670967-149425	Vikasjön	Dalälven - SE53000	Dalarna - 20	Falun - 2080	Bottenhavet	LW	Vattenförekomst	2M--	2	M		
