EU_CD Vatten	Namn Vatten	Huvudavrinningsområde	Län	Kommun(er)	Myndighet	Distrikt	Åtgärdsområde	Vattenkategori	Vattnet är vattenförekomst/övrigt vatten	Allmänna uppgifter	Vattentyp - Sjö	Vattenkategori	Limnisk ekoregion/Kustvattentyp	Djupkategori	Yta	Färg (Humus)	Bakgrundsalkalinitet
SE718790-167196	Yttre-Klippträsket	Umeälven - SE28000	Västerbotten - 24	Norsjö - 2417, Skellefteå - 2482	SE1	SE1	Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSYN	S	2	D	S	Y	N
SE722987-167196	Gallejaurdammen	Skellefteälven - SE20000	Norrbotten - 25, Västerbotten - 24	Arvidsjaur - 2505, Norsjö - 2417	SE1	SE1	Skellefteälven med kustvatten	LW	Vattenförekomst	KMV(F)	S2DSNN	S	2	D	S	N	N
SE725307-163956	Kokträsket	Skellefteälven - SE20000	Västerbotten - 24	Malå - 2418	SE1	SE1	Skellefteälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE725040-164688	Vågträsket	Skellefteälven - SE20000	Västerbotten - 24	Malå - 2418	SE1	SE1	Skellefteälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE722870-164758	Strömfors Regl.Område	Skellefteälven - SE20000	Västerbotten - 24	Malå - 2418	SE1	SE1	Skellefteälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSYN	S	2	D	S	Y	N
SE725252-161697	Svartselet	Skellefteälven - SE20000	Västerbotten - 24	Malå - 2418, Sorsele - 2422	SE1	SE1	Skellefteälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE726210-163070	Ledvattnet	Skellefteälven - SE20000	Norrbotten - 25, Västerbotten - 24	Arvidsjaur - 2505, Malå - 2418, Sorsele - 2422	SE1	SE1	Skellefteälven med kustvatten	LW	Vattenförekomst	KMV(F)	S2DLNN	S	2	D	L	N	N
SE724664-165694	Grytforsdammen	Skellefteälven - SE20000	Norrbotten - 25, Västerbotten - 24	Arvidsjaur - 2505, Malå - 2418	SE1	SE1	Skellefteälven med kustvatten	LW	Vattenförekomst	KMV(F)	S2DSYN	S	2	D	S	Y	N
SE730295-146287	Maisor	Umeälven - SE28000	Västerbotten - 24	Storuman - 2421	SE1	SE1	Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE730050-146627	Ahasjön	Umeälven - SE28000	Västerbotten - 24	Storuman - 2421	SE1	SE1	Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE729311-147080	Västansjön	Umeälven - SE28000	Västerbotten - 24	Storuman - 2421	SE1	SE1	Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE729320-147860	Stor-Laisan	Umeälven - SE28000	Västerbotten - 24	Storuman - 2421	SE1	SE1	Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DLNN	S	2	D	L	N	N
SE727606-149611	Vasksjön	Umeälven - SE28000	Västerbotten - 24	Storuman - 2421	SE1	SE1	Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	NV(F)	S1DSNN	S	1	D	S	N	N
SE726760-149163	Ajaure	Umeälven - SE28000	Västerbotten - 24	Storuman - 2421	SE1	SE1	Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	KMV(F)	S2DLNN	S	2	D	L	N	N
SE727213-145642	Ropen	Umeälven - SE28000	Västerbotten - 24	Storuman - 2421	SE1	SE1	Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DLNN	S	2	D	L	N	N
SE727434-152412	Rödingträsket	Umeälven - SE28000	Västerbotten - 24	Storuman - 2421	SE1	SE1	Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE727512-144963	Rikkerjaure	Umeälven - SE28000	Västerbotten - 24	Storuman - 2421	SE1	SE1	Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	NV(F)	S1DSNN	S	1	D	S	N	N
SE725751-153209	Gardsjön	Umeälven - SE28000	Västerbotten - 24	Storuman - 2421	SE1	SE1	Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE725834-151154	Holmträsket	Umeälven - SE28000	Västerbotten - 24	Storuman - 2421	SE1	SE1	Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE725909-153472	Akkasjön	Umeälven - SE28000	Västerbotten - 24	Storuman - 2421	SE1	SE1	Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE722188-156091	Storuman	Umeälven - SE28000	Västerbotten - 24	Storuman - 2421	SE1	SE1	Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	KMV(F)	S2DLYN	S	2	D	L	Y	N
SE723100-153461	Långvattnet	Umeälven - SE28000	Västerbotten - 24	Storuman - 2421	SE1	SE1	Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DLNN	S	2	D	L	N	N
SE722926-153095	Skäggvattnet	Umeälven - SE28000	Västerbotten - 24	Storuman - 2421	SE1	SE1	Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE722155-158143	Lankasjön	Umeälven - SE28000	Västerbotten - 24	Storuman - 2421	SE1	SE1	Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE722332-158651	Orrträsket	Umeälven - SE28000	Västerbotten - 24	Storuman - 2421	SE1	SE1	Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE721197-159713	Lumsen	Umeälven - SE28000	Västerbotten - 24	Storuman - 2421	SE1	SE1	Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSYN	S	2	D	S	Y	N
SE721087-159045	Stortjickuträsket	Umeälven - SE28000	Västerbotten - 24	Storuman - 2421	SE1	SE1	Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE721006-154864	Inreverkansjön	Umeälven - SE28000	Västerbotten - 24	Storuman - 2421	SE1	SE1	Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSYN	S	2	D	S	Y	N
SE720632-157545	Inre Joranträsket	Umeälven - SE28000	Västerbotten - 24	Storuman - 2421	SE1	SE1	Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSYN	S	2	D	S	Y	N
SE720837-156209	Skarvsjön	Umeälven - SE28000	Västerbotten - 24	Storuman - 2421	SE1	SE1	Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSYN	S	2	D	S	Y	N
SE733529-148578	Laivajaure	Umeälven - SE28000	Västerbotten - 24	Sorsele - 2422	SE1	SE1	Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE730980-148485	Tärnasjön	Umeälven - SE28000	Västerbotten - 24	Sorsele - 2422	SE1	SE1	Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DLNN	S	2	D	L	N	N
SE732449-149764	Fiellojaure	Umeälven - SE28000	Västerbotten - 24	Sorsele - 2422	SE1	SE1	Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	NV(F)	S1DSNN	S	1	D	S	N	N
SE732391-152920	Bräirajaure	Umeälven - SE28000	Västerbotten - 24	Sorsele - 2422	SE1	SE1	Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	NV(F)	S1DSNN	S	1	D	S	N	N
SE730427-151397	Aivakjaure	Umeälven - SE28000	Västerbotten - 24	Sorsele - 2422	SE1	SE1	Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	NV(F)	S1DSNN	S	1	D	S	N	N
SE730208-150322	Buorgukejaure	Umeälven - SE28000	Västerbotten - 24	Sorsele - 2422	SE1	SE1	Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE728271-157578	Storvindeln	Umeälven - SE28000	Västerbotten - 24	Sorsele - 2422	SE1	SE1	Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DLNN	S	2	D	L	N	N
SE728880-152075	Överstjuktan	Umeälven - SE28000	Västerbotten - 24	Sorsele - 2422	SE1	SE1	Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DLNN	S	2	D	L	N	N
SE727441-159518	Buresjön	Umeälven - SE28000	Västerbotten - 24	Sorsele - 2422	SE1	SE1	Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE727250-160993	Holmträsket	Skellefteälven - SE20000	Västerbotten - 24	Sorsele - 2422	SE1	SE1	Skellefteälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE727328-158350	Norr-Svergoträsket	Umeälven - SE28000	Västerbotten - 24	Sorsele - 2422	SE1	SE1	Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE727407-158111	Sör-Svergoträsket	Umeälven - SE28000	Västerbotten - 24	Sorsele - 2422	SE1	SE1	Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE725933-159674	Jörboken	Umeälven - SE28000	Västerbotten - 24	Sorsele - 2422	SE1	SE1	Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE725937-161377	Bockträsket	Skellefteälven - SE20000	Västerbotten - 24	Sorsele - 2422	SE1	SE1	Skellefteälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE725940-156751	Stora Harrträsket	Umeälven - SE28000	Västerbotten - 24	Sorsele - 2422	SE1	SE1	Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE725160-161029	Västra Verbosjön	Skellefteälven - SE20000	Västerbotten - 24	Sorsele - 2422	SE1	SE1	Skellefteälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE723609-158153	Lomträsket	Umeälven - SE28000	Västerbotten - 24	Sorsele - 2422	SE1	SE1	Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSYN	S	2	D	S	Y	N
SE722995-159118	Lomselet	Umeälven - SE28000	Västerbotten - 24	Sorsele - 2422	SE1	SE1	Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	KMV(F)	S2DSNN	S	2	D	S	N	N
SE723383-159638	Sadisträsket	Umeälven - SE28000	Västerbotten - 24	Sorsele - 2422	SE1	SE1	Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE722739-160358	Tväråträsket	Umeälven - SE28000	Västerbotten - 24	Sorsele - 2422	SE1	SE1	Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSYN	S	2	D	S	Y	N
SE708741-169406	Hjåggsjön	Umeälven - SE28000	Västerbotten - 24	Vännäs - 2460	SE1	SE1	Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	NV(F)	S3DSYN	S	3	D	S	Y	N
SE708857-168855	Pengsjön	Umeälven - SE28000	Västerbotten - 24	Nordmaling - 2401, Vännäs - 2460	SE1	SE1	Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	NV(F)	S3DSYN	S	3	D	S	Y	N
SE710657-168369	Harrsele Dämningsområde	Umeälven - SE28000	Västerbotten - 24	Vindeln - 2404, Vännäs - 2460	SE1	SE1	Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	KMV(F)	S3DSYN	S	3	D	S	Y	N
SE710754-171288	Trehörningen	Tavleån - SE27000	Västerbotten - 24	Umeå - 2480	SE1	SE1	Mellanbygden med kustvatten	LW	Vattenförekomst	NV(F)	S3DSNN	S	3	D	S	N	N
SE710379-173432	Degersjön	Sävarån - SE26000	Västerbotten - 24	Umeå - 2480	SE1	SE1	Mellanbygden med kustvatten	LW	Vattenförekomst	NV(F)	S3DSYN	S	3	D	S	Y	N
SE710004-172451	Bäcksjön	Kustområde - SE26027	Västerbotten - 24	Umeå - 2480	SE1	SE1	Mellanbygden med kustvatten	LW	Vattenförekomst	NV(F)	S3SSYN	S	3	S	S	Y	N
SE709233-172798	Täftebölesjön	Kustområde - SE26027	Västerbotten - 24	Umeå - 2480	SE1	SE1	Mellanbygden med kustvatten	LW	Vattenförekomst	NV(F)	S3DSYN	S	3	D	S	Y	N
SE719648-162119	Yttre Tväråträsket	Umeälven - SE28000	Västerbotten - 24	Lycksele - 2481	SE1	SE1	Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE719466-162515	Lappträsket	Umeälven - SE28000	Västerbotten - 24	Lycksele - 2481	SE1	SE1	Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE719420-163988	Ruskträsket	Umeälven - SE28000	Västerbotten - 24	Lycksele - 2481	SE1	SE1	Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE719562-163102	Falträsket	Umeälven - SE28000	Västerbotten - 24	Lycksele - 2481	SE1	SE1	Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DLNN	S	2	D	L	N	N
SE717432-164902	Inner-Busjön	Umeälven - SE28000	Västerbotten - 24	Lycksele - 2481	SE1	SE1	Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSYN	S	2	D	S	Y	N
SE717352-165110	Ytterbusjön	Umeälven - SE28000	Västerbotten - 24	Lycksele - 2481	SE1	SE1	Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSYN	S	2	D	S	Y	N
SE717042-162763	Skovelträsket	Umeälven - SE28000	Västerbotten - 24	Lycksele - 2481	SE1	SE1	Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSYN	S	2	D	S	Y	N
SE716551-163357	Stor-Tannträsket	Umeälven - SE28000	Västerbotten - 24	Lycksele - 2481	SE1	SE1	Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSYN	S	2	D	S	Y	N
SE712602-165775	Skurträsket	Umeälven - SE28000	Västerbotten - 24	Lycksele - 2481	SE1	SE1	Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSYN	S	2	D	S	Y	N
SE711521-165656	Örträsksjön	Öreälven - SE30000	Västerbotten - 24	Lycksele - 2481	SE1	SE1	Södra Västerbotten med kustvatten	LW	Vattenförekomst	NV(F)	S3DSYN	S	3	D	S	Y	N
SE722293-162959	Hornträsket	Umeälven - SE28000	Västerbotten - 24	Lycksele - 2481, Malå - 2418	SE1	SE1	Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE722005-169697	Älgträsket	Skellefteälven - SE20000	Västerbotten - 24	Skellefteå - 2482	SE1	SE1	Skellefteälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSYN	S	2	D	S	Y	N
SE722076-170124	Hornsträsket	Skellefteälven - SE20000	Västerbotten - 24	Skellefteå - 2482	SE1	SE1	Skellefteälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSYN	S	2	D	S	Y	N
SE722044-170336	Jörnsträsket	Skellefteälven - SE20000	Västerbotten - 24	Skellefteå - 2482	SE1	SE1	Skellefteälven med kustvatten	LW	Vattenförekomst	NV(F)	S2SSYN	S	2	S	S	Y	N
SE721811-171800	Nyträsket	Kågeälven - SE19000	Västerbotten - 24	Skellefteå - 2482	SE1	SE1	Åby-, Byske- och Kågeälven med kustvatten	LW	Vattenförekomst	NV(F)	S3SSYN	S	3	S	S	Y	N
SE718633-167068	Månsträsket	Umeälven - SE28000	Västerbotten - 24	Skellefteå - 2482	SE1	SE1	Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	NV(F)	S2SSYN	S	2	S	S	Y	N
SE718134-175259	Bodaträsket	Bureälven - SE21000	Västerbotten - 24	Skellefteå - 2482	SE1	SE1	Mellanbygden med kustvatten	LW	Vattenförekomst	NV(F)	S3DSYN	S	3	D	S	Y	N
SE718150-168580	Vitträsket	Rickleån - SE24000	Västerbotten - 24	Skellefteå - 2482	SE1	SE1	Mellanbygden med kustvatten	LW	Vattenförekomst	NV(F)	S2DSYN	S	2	D	S	Y	N
SE718139-168700	Stor-Grötselet	Rickleån - SE24000	Västerbotten - 24	Skellefteå - 2482	SE1	SE1	Mellanbygden med kustvatten	LW	Vattenförekomst	NV(F)	S2DSYN	S	2	D	S	Y	N
SE717193-175287	Holmsvattnet	Bureälven - SE21000	Västerbotten - 24	Skellefteå - 2482	SE1	SE1	Mellanbygden med kustvatten	LW	Vattenförekomst	NV(F)	S3SSYN	S	3	S	S	Y	N
SE716989-172973	Neboträsket	Bureälven - SE21000	Västerbotten - 24	Skellefteå - 2482	SE1	SE1	Mellanbygden med kustvatten	LW	Vattenförekomst	NV(F)	S3SSYN	S	3	S	S	Y	N
SE717081-174029	Renbergsvattnet	Bureälven - SE21000	Västerbotten - 24	Skellefteå - 2482	SE1	SE1	Mellanbygden med kustvatten	LW	Vattenförekomst	NV(F)	S3SSYN	S	3	S	S	Y	N
SE717026-171516	Brännvattnet	Rickleån - SE24000	Västerbotten - 24	Skellefteå - 2482	SE1	SE1	Mellanbygden med kustvatten	LW	Vattenförekomst	NV(F)	S3DSYN	S	3	D	S	Y	N
SE717081-174719	Mjövattsträsket	Bureälven - SE21000	Västerbotten - 24	Skellefteå - 2482	SE1	SE1	Mellanbygden med kustvatten	LW	Vattenförekomst	NV(F)	S3SSYN	S	3	S	S	Y	N
SE715979-171065	Tallträsket	Rickleån - SE24000	Västerbotten - 24	Skellefteå - 2482	SE1	SE1	Mellanbygden med kustvatten	LW	Vattenförekomst	NV(F)	S2DSYN	S	2	D	S	Y	N
SE715804-172509	Göksjön	Rickleån - SE24000	Västerbotten - 24	Skellefteå - 2482	SE1	SE1	Mellanbygden med kustvatten	LW	Vattenförekomst	NV(F)	S3DLYN	S	3	D	L	Y	N
SE715838-175558	Stavvattnet	Mångbyån - SE22000	Västerbotten - 24	Skellefteå - 2482	SE1	SE1	Mellanbygden med kustvatten	LW	Vattenförekomst	NV(F)	S3SSYN	S	3	S	S	Y	N
SE715498-176889	Högfjärden	Mångbyån - SE22000	Västerbotten - 24	Skellefteå - 2482	SE1	SE1	Mellanbygden med kustvatten	LW	Vattenförekomst	NV(F)	S3SSNN	S	3	S	S	N	N
SE732362-163790	Östra Gangsjajaure	Piteälven - SE13000	Norrbotten - 25	Arvidsjaur - 2505	SE1	SE1	Piteälven med kustvatten	LW	Vattenförekomst	NV(F)	S2SSNN	S	2	S	S	N	N
SE732251-163546	Västra Gangsjajaure	Piteälven - SE13000	Norrbotten - 25	Arvidsjaur - 2505	SE1	SE1	Piteälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE732255-163233	Valkanjaure	Piteälven - SE13000	Norrbotten - 25	Arvidsjaur - 2505	SE1	SE1	Piteälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE732054-164735	Suobdek	Piteälven - SE13000	Norrbotten - 25	Arvidsjaur - 2505	SE1	SE1	Piteälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE729897-164126	Seudnur	Byskeälven - SE18000	Norrbotten - 25	Arvidsjaur - 2505	SE1	SE1	Åby-, Byske- och Kågeälven med kustvatten	LW	Vattenförekomst	NV(F)	S2SSNN	S	2	S	S	N	N
SE729944-166510	Auktsjaursjön	Åbyälven - SE17000	Norrbotten - 25	Arvidsjaur - 2505	SE1	SE1	Åby-, Byske- och Kågeälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE728711-165241	Västra Kikkejaure	Byskeälven - SE18000	Norrbotten - 25	Arvidsjaur - 2505	SE1	SE1	Åby-, Byske- och Kågeälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DLNN	S	2	D	L	N	N
SE728812-163891	Långträsket	Byskeälven - SE18000	Norrbotten - 25	Arvidsjaur - 2505	SE1	SE1	Åby-, Byske- och Kågeälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE728111-169808	Stor-Arbost	Åbyälven - SE17000	Norrbotten - 25	Arvidsjaur - 2505	SE1	SE1	Åby-, Byske- och Kågeälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE727937-169219	Östra Kikkejaure	Åbyälven - SE17000	Norrbotten - 25	Arvidsjaur - 2505	SE1	SE1	Åby-, Byske- och Kågeälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DLNN	S	2	D	L	N	N
SE728061-164122	Betsatjaure	Byskeälven - SE18000	Norrbotten - 25	Arvidsjaur - 2505	SE1	SE1	Åby-, Byske- och Kågeälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE727888-164123	Grundträsket	Byskeälven - SE18000	Norrbotten - 25	Arvidsjaur - 2505	SE1	SE1	Åby-, Byske- och Kågeälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE728815-164095	Bijejaure	Byskeälven - SE18000	Norrbotten - 25	Arvidsjaur - 2505	SE1	SE1	Åby-, Byske- och Kågeälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE733320-164478	Jäknajaure	Piteälven - SE13000	Norrbotten - 25	Arjeplog - 2506, Arvidsjaur - 2505	SE1	SE1	Piteälven med kustvatten	LW	Vattenförekomst	NV(F)	S2SSNN	S	2	S	S	N	N
SE732273-164263	Abraur	Piteälven - SE13000	Norrbotten - 25	Arjeplog - 2506, Arvidsjaur - 2505	SE1	SE1	Piteälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DLNN	S	2	D	L	N	N
SE732275-162272	Nimtek	Piteälven - SE13000	Norrbotten - 25	Arjeplog - 2506, Arvidsjaur - 2505	SE1	SE1	Piteälven med kustvatten	LW	Vattenförekomst	NV(F)	S2SSNN	S	2	S	S	N	N
SE741761-154961	Alep Mäkak	Piteälven - SE13000	Norrbotten - 25	Arjeplog - 2506	SE1	SE1	Piteälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE741780-155233	Lulep Mäkak	Piteälven - SE13000	Norrbotten - 25	Arjeplog - 2506	SE1	SE1	Piteälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE741692-152638	Rätniltjaure	Piteälven - SE13000	Norrbotten - 25	Arjeplog - 2506	SE1	SE1	Piteälven med kustvatten	LW	Vattenförekomst	NV(F)	S1DSNN	S	1	D	S	N	N
SE741123-155940	Kuoddujaure	Piteälven - SE13000	Norrbotten - 25	Arjeplog - 2506	SE1	SE1	Piteälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE738202-158831	Tjeggelvas	Piteälven - SE13000	Norrbotten - 25	Arjeplog - 2506	SE1	SE1	Piteälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DLNN	S	2	D	L	N	N
SE739927-158300	Rissajaure	Piteälven - SE13000	Norrbotten - 25	Arjeplog - 2506	SE1	SE1	Piteälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE738797-156179	Bartaure	Skellefteälven - SE20000	Norrbotten - 25	Arjeplog - 2506	SE1	SE1	Skellefteälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DLNN	S	2	D	L	N	N
SE739287-154192	Aleb Luoitaure	Skellefteälven - SE20000	Norrbotten - 25	Arjeplog - 2506	SE1	SE1	Skellefteälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE739577-154834	Gädgaureh H.841	Skellefteälven - SE20000	Norrbotten - 25	Arjeplog - 2506	SE1	SE1	Skellefteälven med kustvatten	LW	Vattenförekomst	NV(F)	S1DSNN	S	1	D	S	N	N
SE738626-158664	Munkajaure	Piteälven - SE13000	Norrbotten - 25	Arjeplog - 2506	SE1	SE1	Piteälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE738390-154475	Suolojaure	Skellefteälven - SE20000	Norrbotten - 25	Arjeplog - 2506	SE1	SE1	Skellefteälven med kustvatten	LW	Vattenförekomst	NV(F)	S1DSNN	S	1	D	S	N	N
SE738360-161980	Suolojaure	Piteälven - SE13000	Norrbotten - 25	Arjeplog - 2506	SE1	SE1	Piteälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE738208-156369	Gåbdok	Skellefteälven - SE20000	Norrbotten - 25	Arjeplog - 2506	SE1	SE1	Skellefteälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE736513-162495	Vuolvojaure	Piteälven - SE13000	Norrbotten - 25	Arjeplog - 2506	SE1	SE1	Piteälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DLNN	S	2	D	L	N	N
SE737147-161156	Akajaure	Piteälven - SE13000	Norrbotten - 25	Arjeplog - 2506	SE1	SE1	Piteälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE733037-159366	Hornavan	Skellefteälven - SE20000	Norrbotten - 25	Arjeplog - 2506	SE1	SE1	Skellefteälven med kustvatten	LW	Vattenförekomst	KMV(F)	S2DLNN	S	2	D	L	N	N
SE737027-155078	Harrselet	Skellefteälven - SE20000	Norrbotten - 25	Arjeplog - 2506	SE1	SE1	Skellefteälven med kustvatten	LW	Vattenförekomst	KMV(F)	S2DSNN	S	2	D	S	N	N
SE735760-154290	Lutaure	Umeälven - SE28000	Norrbotten - 25	Arjeplog - 2506	SE1	SE1	Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE735683-161272	Bårgåjaure	Piteälven - SE13000	Norrbotten - 25	Arjeplog - 2506	SE1	SE1	Piteälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE735625-162305	Gittunjaure	Piteälven - SE13000	Norrbotten - 25	Arjeplog - 2506	SE1	SE1	Piteälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE735704-156825	Grutaure	Skellefteälven - SE20000	Norrbotten - 25	Arjeplog - 2506	SE1	SE1	Skellefteälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE734874-151523	Västra Tjålmejaure	Umeälven - SE28000	Norrbotten - 25	Arjeplog - 2506	SE1	SE1	Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	NV(F)	S1DSNN	S	1	D	S	N	N
SE734901-154695	Gautosjön	Umeälven - SE28000	Norrbotten - 25	Arjeplog - 2506	SE1	SE1	Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
