EU_CD Vatten	Namn Vatten	Huvudavrinningsområde	Län	Kommun(er)	Myndighet	Distrikt	Åtgärdsområde	Vattenkategori	Vattnet är vattenförekomst/övrigt vatten	Tillkomst/härkomst	Vattentyp - Vattendrag	Vattenkategori	Limnisk ekoregion/Kustvattentyp	Avrinningsområde	Färg (Humus)	Bakgrundsalkalinitet
SE749706-155478	Luleälven	Luleälven - SE9000	Norrbotten - 25	Jokkmokk - 2510	SE1	SE1	Råne-Luleälvens med kustvatten	RW	Vattenförekomst	NV(F)	V1LNN	V	1	L	N	N
SE754913-167172	Lulit Suorri	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	SE1	SE1TO	Torneälven med kustvatten	RW	Vattenförekomst	NV(F)	V2SNN	V	2	S	N	N
SE762231-174295	Muonioälven	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	SE1	SE1TO	Torneälven med kustvatten	RW	Vattenförekomst	NV(F)	V2LNN	V	2	L	N	N
SE760114-161311	Njuoraätno	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	SE1	SE1TO	Torneälven med kustvatten	RW	Vattenförekomst	NV(F)	V2LNN	V	2	L	N	N
SE718086-175338	Bureälven	Bureälven - SE21000	Västerbotten - 24	Skellefteå - 2482	SE1	SE1	Mellanbygden med kustvatten	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE717998-175000	Bureälven	Bureälven - SE21000	Västerbotten - 24	Skellefteå - 2482	SE1	SE1	Mellanbygden med kustvatten	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE717908-175717	Bureälven	Bureälven - SE21000	Västerbotten - 24	Skellefteå - 2482	SE1	SE1	Mellanbygden med kustvatten	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE717577-174696	Bureälven	Bureälven - SE21000	Västerbotten - 24	Skellefteå - 2482	SE1	SE1	Mellanbygden med kustvatten	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE716444-171732	Sikån	Rickleån - SE24000	Västerbotten - 24	Skellefteå - 2482	SE1	SE1	Mellanbygden med kustvatten	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE713609-173544	Rickleån	Rickleån - SE24000	Västerbotten - 24	Robertsfors - 2409	SE1	SE1	Mellanbygden med kustvatten	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE711612-174311	Östra Dalkarlsån	Dalkarlsån - SE25000	Västerbotten - 24	Robertsfors - 2409	SE1	SE1	Mellanbygden med kustvatten	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE711418-174642	Dalkarlsån	Dalkarlsån - SE25000	Västerbotten - 24	Robertsfors - 2409	SE1	SE1	Mellanbygden med kustvatten	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE709026-166646	Balån	Öreälven - SE30000	Västerbotten - 24	Bjurholm - 2403	SE1	SE1	Södra Västerbotten med kustvatten	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE734161-149394	Vindelälven	Umeälven - SE28000	Västerbotten - 24	Sorsele - 2422	SE1	SE1	Ume- och Vindelälven med kustvatten	RW	Vattenförekomst	NV(F)	V1LNN	V	1	L	N	N
SE735025-152853	Barasjåkkå	Umeälven - SE28000	Norrbotten - 25	Arjeplog - 2506	SE1	SE1	Ume- och Vindelälven med kustvatten	RW	Vattenförekomst	NV(F)	V2LNN	V	2	L	N	N
SE733041-151589	Vindelälven	Umeälven - SE28000	Västerbotten - 24	Sorsele - 2422	SE1	SE1	Ume- och Vindelälven med kustvatten	RW	Vattenförekomst	NV(F)	V2LNN	V	2	L	N	N
SE719460-164056	Ruskträskbäcken	Umeälven - SE28000	Västerbotten - 24	Lycksele - 2481	SE1	SE1	Ume- och Vindelälven med kustvatten	RW	Vattenförekomst	NV(F)	V2LNN	V	2	L	N	N
SE716473-166987	Åman	Umeälven - SE28000	Västerbotten - 24	Vindeln - 2404	SE1	SE1	Ume- och Vindelälven med kustvatten	RW	Vattenförekomst	NV(F)	V3LNN	V	3	L	N	N
SE717839-166979	Åman	Umeälven - SE28000	Västerbotten - 24	Vindeln - 2404	SE1	SE1	Ume- och Vindelälven med kustvatten	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE733930-147912	Tärnaån	Umeälven - SE28000	Västerbotten - 24	Sorsele - 2422	SE1	SE1	Ume- och Vindelälven med kustvatten	RW	Vattenförekomst	NV(F)	V1LNN	V	1	L	N	N
SE724082-157554	Juktån	Umeälven - SE28000	Västerbotten - 24	Sorsele - 2422	SE1	SE1	Ume- och Vindelälven med kustvatten	RW	Vattenförekomst	KMV(F)	V2LYN	V	2	L	Y	N
SE733072-148406	Tärnaån	Umeälven - SE28000	Västerbotten - 24	Sorsele - 2422	SE1	SE1	Ume- och Vindelälven med kustvatten	RW	Vattenförekomst	NV(F)	V2LNN	V	2	L	N	N
SE730861-146315	Umeälven	Umeälven - SE28000	Västerbotten - 24	Storuman - 2421	SE1	SE1	Ume- och Vindelälven med kustvatten	RW	Vattenförekomst	KMV(F)	V2LNN	V	2	L	N	N
SE714022-165630	Byssjan	Umeälven - SE28000	Västerbotten - 24	Vindeln - 2404	SE1	SE1	Ume- och Vindelälven med kustvatten	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE730252-146363	Tängvattsbäcken	Umeälven - SE28000	Västerbotten - 24	Storuman - 2421	SE1	SE1	Ume- och Vindelälven med kustvatten	RW	Vattenförekomst	NV(F)	V2LNN	V	2	L	N	N
SE721801-169983	Skidträskån	Skellefteälven - SE20000	Västerbotten - 24	Norsjö - 2417, Skellefteå - 2482	SE1	SE1	Skellefteälven med kustvatten	RW	Vattenförekomst	NV(F)	V2LYN	V	2	L	Y	N
SE721725-169049	Petikån	Skellefteälven - SE20000	Västerbotten - 24	Norsjö - 2417	SE1	SE1	Skellefteälven med kustvatten	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE721550-168022	Malån	Skellefteälven - SE20000	Västerbotten - 24	Norsjö - 2417	SE1	SE1	Skellefteälven med kustvatten	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE728683-165302	Byskeälven	Byskeälven - SE18000	Norrbotten - 25	Arvidsjaur - 2505	SE1	SE1	Åby-, Byske- och Kågeälven med kustvatten	RW	Vattenförekomst	NV(F)	V2LNN	V	2	L	N	N
SE726763-167659	Kilisån	Byskeälven - SE18000	Norrbotten - 25	Arvidsjaur - 2505	SE1	SE1	Åby-, Byske- och Kågeälven med kustvatten	RW	Vattenförekomst	NV(F)	V2LNN	V	2	L	N	N
SE724861-170630	Ålsån	Byskeälven - SE18000	Västerbotten - 24	Skellefteå - 2482	SE1	SE1	Åby-, Byske- och Kågeälven med kustvatten	RW	Vattenförekomst	NV(F)	V2LYN	V	2	L	Y	N
SE723572-174387	Åbyälven	Åbyälven - SE17000	Västerbotten - 24	Skellefteå - 2482	SE1	SE1	Åby-, Byske- och Kågeälven med kustvatten	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE736161-162533	Piteälven	Piteälven - SE13000	Norrbotten - 25	Arjeplog - 2506	SE1	SE1	Piteälven med kustvatten	RW	Vattenförekomst	NV(F)	V2LNN	V	2	L	N	N
SE733745-163619	Piteälven	Piteälven - SE13000	Norrbotten - 25	Arjeplog - 2506	SE1	SE1	Piteälven med kustvatten	RW	Vattenförekomst	NV(F)	V2LNN	V	2	L	N	N
SE737008-161309	Piteälven	Piteälven - SE13000	Norrbotten - 25	Arjeplog - 2506	SE1	SE1	Piteälven med kustvatten	RW	Vattenförekomst	NV(F)	V2SNN	V	2	S	N	N
SE737367-159436	Piteälven	Piteälven - SE13000	Norrbotten - 25	Arjeplog - 2506	SE1	SE1	Piteälven med kustvatten	RW	Vattenförekomst	NV(F)	V2LNN	V	2	L	N	N
SE739919-170400	Luleälven	Luleälven - SE9000	Norrbotten - 25	Jokkmokk - 2510	SE1	SE1	Råne-Luleälvens med kustvatten	RW	Vattenförekomst	KMV(F)	V3LNN	V	3	L	N	N
SE743172-162141	Blackälven	Luleälven - SE9000	Norrbotten - 25	Jokkmokk - 2510	SE1	SE1	Råne-Luleälvens med kustvatten	RW	Vattenförekomst	KMV(F)	V2LNN	V	2	L	N	N
SE738018-170973	Lilla Luleälven	Luleälven - SE9000	Norrbotten - 25	Jokkmokk - 2510	SE1	SE1	Råne-Luleälvens med kustvatten	RW	Vattenförekomst	KMV(F)	V3LNN	V	3	L	N	N
SE740928-164987	Lilla Luleälven	Luleälven - SE9000	Norrbotten - 25	Jokkmokk - 2510	SE1	SE1	Råne-Luleälvens med kustvatten	RW	Vattenförekomst	KMV(F)	V2LNN	V	2	L	N	N
SE752023-175459	Torneälven	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584, Pajala - 2521	SE1	SE1TO	Torneälven med kustvatten	RW	Vattenförekomst	NV(F)	V2LNN	V	2	L	N	N
SE757273-167337	Torneälven	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	SE1	SE1TO	Torneälven med kustvatten	RW	Vattenförekomst	NV(F)	V2LNN	V	2	L	N	N
SE713913-175479	Hertsångersälven	Kålabodaån - SE23000	Västerbotten - 24	Robertsfors - 2409	SE1	SE1	Mellanbygden med kustvatten	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE705382-169545	Kjärrhjulshålet	Kustområde - SE29030	Västerbotten - 24	Nordmaling - 2401, Umeå - 2480	SE1	SE1	Södra Västerbotten med kustvatten	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE729353-147084	Umeälven	Umeälven - SE28000	Västerbotten - 24	Storuman - 2421	SE1	SE1	Ume- och Vindelälven med kustvatten	RW	Vattenförekomst	NV(F)	V2LNN	V	2	L	N	N
SE728633-160755	Bergnäsälven	Skellefteälven - SE20000	Norrbotten - 25	Arjeplog - 2506	SE1	SE1	Skellefteälven med kustvatten	RW	Vattenförekomst	KMV(F)	V2LNN	V	2	L	N	N
SE723513-166566	Skellefteälven	Skellefteälven - SE20000	Norrbotten - 25, Västerbotten - 24	Arvidsjaur - 2505, Malå - 2418, Norsjö - 2417	SE1	SE1	Skellefteälven med kustvatten	RW	Vattenförekomst	KMV(F)	V2LYN	V	2	L	Y	N
SE724642-165720	Skellefteälven	Skellefteälven - SE20000	Norrbotten - 25	Arvidsjaur - 2505	SE1	SE1	Skellefteälven med kustvatten	RW	Vattenförekomst	KMV(F)	V2LYN	V	2	L	Y	N
SE733033-159151	Skellefteälven	Skellefteälven - SE20000	Norrbotten - 25	Arjeplog - 2506	SE1	SE1	Skellefteälven med kustvatten	RW	Vattenförekomst	KMV(F)	V2LNN	V	2	L	N	N
SE726436-167782	Byskeälven	Byskeälven - SE18000	Norrbotten - 25, Västerbotten - 24	Arvidsjaur - 2505, Skellefteå - 2482	SE1	SE1	Åby-, Byske- och Kågeälven med kustvatten	RW	Vattenförekomst	NV(F)	V2LNN	V	2	L	N	N
SE725001-170500	Byskeälven	Byskeälven - SE18000	Västerbotten - 24	Skellefteå - 2482	SE1	SE1	Åby-, Byske- och Kågeälven med kustvatten	RW	Vattenförekomst	NV(F)	V2LYN	V	2	L	Y	N
SE723023-173568	Byskeälven	Byskeälven - SE18000	Västerbotten - 24	Skellefteå - 2482	SE1	SE1	Åby-, Byske- och Kågeälven med kustvatten	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE721599-157420	Umeälven	Umeälven - SE28000	Västerbotten - 24	Storuman - 2421	SE1	SE1	Ume- och Vindelälven med kustvatten	RW	Vattenförekomst	KMV(F)	V2LYN	V	2	L	Y	N
SE721723-156762	Umeälven	Umeälven - SE28000	Västerbotten - 24	Storuman - 2421	SE1	SE1	Ume- och Vindelälven med kustvatten	RW	Vattenförekomst	KMV(F)	V2LYN	V	2	L	Y	N
SE722071-155870	Umluspens torrfåra	Umeälven - SE28000	Västerbotten - 24	Storuman - 2421	SE1	SE1	Ume- och Vindelälven med kustvatten	RW	Vattenförekomst	KMV(F)	V2LYN	V	2	L	Y	N
SE726376-150481	Umeälven	Umeälven - SE28000	Västerbotten - 24	Storuman - 2421	SE1	SE1	Ume- och Vindelälven med kustvatten	RW	Vattenförekomst	KMV(F)	V2LNN	V	2	L	N	N
SE740571-150251	SE740571-150251	SALTELVA/SKJERSTADFJORDEN OG SALTDALSFJORDEN SØR - 163	Norrbotten - 25, Nordland - N18	Arjeplog - 2506, Saltdal - N1840	SE1	SENO1103		RW	Vattenförekomst	NV(F)	V2SNN	V	2	S	N	N
SE716136-174074	Bureälven	Bureälven - SE21000	Västerbotten - 24	Skellefteå - 2482	SE1	SE1	Mellanbygden med kustvatten	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE716657-174667	Bureälven	Bureälven - SE21000	Västerbotten - 24	Skellefteå - 2482	SE1	SE1	Mellanbygden med kustvatten	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE716568-174542	Bureälven	Bureälven - SE21000	Västerbotten - 24	Skellefteå - 2482	SE1	SE1	Mellanbygden med kustvatten	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE719227-173799	Skellefteälven	Skellefteälven - SE20000	Västerbotten - 24	Skellefteå - 2482	SE1	SE1	Skellefteälven med kustvatten	RW	Vattenförekomst	KMV(F)	V3LYN	V	3	L	Y	N
SE720694-158619	Umeälven	Umeälven - SE28000	Västerbotten - 24	Storuman - 2421	SE1	SE1	Ume- och Vindelälven med kustvatten	RW	Vattenförekomst	KMV(F)	V2LNN	V	2	L	N	N
SE721253-159128	Juktån	Umeälven - SE28000	Västerbotten - 24	Storuman - 2421	SE1	SE1	Ume- och Vindelälven med kustvatten	RW	Vattenförekomst	KMV(F)	V2LYN	V	2	L	Y	N
SE719170-172288	Skellefteälven	Skellefteälven - SE20000	Västerbotten - 24	Skellefteå - 2482	SE1	SE1	Skellefteälven med kustvatten	RW	Vattenförekomst	KMV(F)	V3LYN	V	3	L	Y	N
SE732926-176271	Bodån	Luleälven - SE9000	Norrbotten - 25	Boden - 2582	SE1	SE1	Råne-Luleälvens med kustvatten	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE732911-176226	Bodån	Luleälven - SE9000	Norrbotten - 25	Boden - 2582	SE1	SE1	Råne-Luleälvens med kustvatten	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE732969-175976	Bodån	Luleälven - SE9000	Norrbotten - 25	Boden - 2582	SE1	SE1	Råne-Luleälvens med kustvatten	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE734552-172499	Bodträskån	Luleälven - SE9000	Norrbotten - 25	Boden - 2582	SE1	SE1	Råne-Luleälvens med kustvatten	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE740820-166287	Åtembäcken	Luleälven - SE9000	Norrbotten - 25	Jokkmokk - 2510	SE1	SE1	Råne-Luleälvens med kustvatten	RW	Vattenförekomst	NV(F)	V2SNN	V	2	S	N	N
SE727179-175104	Piteälven	Piteälven - SE13000	Norrbotten - 25	Piteå - 2581	SE1	SE1	Piteälven med kustvatten	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE726281-174855	Lillpiteälven	Lillpiteälven - SE14000	Norrbotten - 25	Piteå - 2581	SE1	SE1	Piteälven med kustvatten	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE726262-174882	Lillpiteälven	Lillpiteälven - SE14000	Norrbotten - 25	Piteå - 2581	SE1	SE1	Piteälven med kustvatten	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE737652-181283	SE737652-181283	Kalixälven - SE4000	Norrbotten - 25	Överkalix - 2513	SE1	SE1	Kalix- och Töreälvens med kustvatten	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE733934-181895	SE733934-181895	Kalixälven - SE4000	Norrbotten - 25	Kalix - 2514	SE1	SE1	Kalix- och Töreälvens med kustvatten	RW	Vattenförekomst	NV(F)	V3SNN	V	3	S	N	N
SE750924-162396	Kalixälven	Kalixälven - SE4000	Norrbotten - 25	Gällivare - 2523	SE1	SE1	Kalix- och Töreälvens med kustvatten	RW	Vattenförekomst	NV(F)	V2LNN	V	2	L	N	N
SE749907-168109	Kaitumälven	Kalixälven - SE4000	Norrbotten - 25	Gällivare - 2523	SE1	SE1	Kalix- och Töreälvens med kustvatten	RW	Vattenförekomst	NV(F)	V2LNN	V	2	L	N	N
SE733719-172562	Kvarnån	Luleälven - SE9000	Norrbotten - 25	Boden - 2582	SE1	SE1	Råne-Luleälvens med kustvatten	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE710872-166868	SE710872-166868	Hörnån - SE29000	Västerbotten - 24	Bjurholm - 2403	SE1	SE1	Södra Västerbotten med kustvatten	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE708364-168681	Lillbäcken	Hörnån - SE29000	Västerbotten - 24	Nordmaling - 2401	SE1	SE1	Södra Västerbotten med kustvatten	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE708296-168733	Lillbäcken	Hörnån - SE29000	Västerbotten - 24	Nordmaling - 2401	SE1	SE1	Södra Västerbotten med kustvatten	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE708200-168907	Lillbäcken	Hörnån - SE29000	Västerbotten - 24	Nordmaling - 2401	SE1	SE1	Södra Västerbotten med kustvatten	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE747509-160096	Blackälven	Luleälven - SE9000	Norrbotten - 25	Jokkmokk - 2510	SE1	SE1	Råne-Luleälvens med kustvatten	RW	Vattenförekomst	NV(F)	V2LNN	V	2	L	N	N
SE745990-159233	Rapaätno	Luleälven - SE9000	Norrbotten - 25	Jokkmokk - 2510	SE1	SE1	Råne-Luleälvens med kustvatten	RW	Vattenförekomst	NV(F)	V2LNN	V	2	L	N	N
SE746012-161217	SE746012-161217	Luleälven - SE9000	Norrbotten - 25	Jokkmokk - 2510	SE1	SE1	Råne-Luleälvens med kustvatten	RW	Vattenförekomst	NV(F)	V2SNN	V	2	S	N	N
SE738924-166004	Pärlälven	Luleälven - SE9000	Norrbotten - 25	Jokkmokk - 2510	SE1	SE1	Råne-Luleälvens med kustvatten	RW	Vattenförekomst	NV(F)	V2LNN	V	2	L	N	N
SE765547-169272	Muonioälven	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	SE1	SE1TO	Torneälven med kustvatten	RW	Vattenförekomst	NV(F)	V2LNN	V	2	L	N	N
SE764611-171769	Muonioälven	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	SE1	SE1TO	Torneälven med kustvatten	RW	Vattenförekomst	NV(F)	V2LNN	V	2	L	N	N
SE761107-175959	Muonioälven	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	SE1	SE1TO	Torneälven med kustvatten	RW	Vattenförekomst	NV(F)	V2LNN	V	2	L	N	N
SE755505-182645	Muonioälven	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584, Pajala - 2521	SE1	SE1TO	Torneälven med kustvatten	RW	Vattenförekomst	NV(F)	V2LYN	V	2	L	Y	N
SE729239-160027	Maddaurebäcken	Skellefteälven - SE20000	Norrbotten - 25	Arjeplog - 2506	SE1	SE1	Skellefteälven med kustvatten	RW	Vattenförekomst	NV(F)	V2SNN	V	2	S	N	N
SE723402-163271	Fårbäcken	Skellefteälven - SE20000	Västerbotten - 24	Malå - 2418	SE1	SE1	Skellefteälven med kustvatten	RW	Vattenförekomst	NV(F)	V2LNN	V	2	L	N	N
SE722470-165325	Malån	Skellefteälven - SE20000	Västerbotten - 24	Malå - 2418, Norsjö - 2417	SE1	SE1	Skellefteälven med kustvatten	RW	Vattenförekomst	NV(F)	V2LYN	V	2	L	Y	N
SE720891-166877	Noret	Skellefteälven - SE20000	Västerbotten - 24	Norsjö - 2417	SE1	SE1	Skellefteälven med kustvatten	RW	Vattenförekomst	NV(F)	V2LNN	V	2	L	N	N
SE714736-172235	Hundsjöbäcken	Rickleån - SE24000	Västerbotten - 24	Skellefteå - 2482	SE1	SE1	Mellanbygden med kustvatten	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE728410-168313	Åbyälven	Åbyälven - SE17000	Norrbotten - 25	Arvidsjaur - 2505	SE1	SE1	Åby-, Byske- och Kågeälven med kustvatten	RW	Vattenförekomst	NV(F)	V2LNN	V	2	L	N	N
SE727449-155815	Olsbäcken	Umeälven - SE28000	Västerbotten - 24	Sorsele - 2422	SE1	SE1	Ume- och Vindelälven med kustvatten	RW	Vattenförekomst	NV(F)	V2SNN	V	2	S	N	N
SE725842-151280	Holmträskbäcken	Umeälven - SE28000	Västerbotten - 24	Storuman - 2421	SE1	SE1	Ume- och Vindelälven med kustvatten	RW	Vattenförekomst	NV(F)	V2SNN	V	2	S	N	N
SE726321-156198	Vatjoträskbäcken	Umeälven - SE28000	Västerbotten - 24	Sorsele - 2422	SE1	SE1	Ume- och Vindelälven med kustvatten	RW	Vattenförekomst	NV(F)	V2SNN	V	2	S	N	N
SE724147-160774	Krutbergsbäcken	Umeälven - SE28000	Västerbotten - 24	Sorsele - 2422	SE1	SE1	Ume- och Vindelälven med kustvatten	RW	Vattenförekomst	NV(F)	V2SYN	V	2	S	Y	N
SE733503-168324	Tvättstugebäcken	Piteälven - SE13000	Norrbotten - 25	Jokkmokk - 2510	SE1	SE1	Piteälven med kustvatten	RW	Vattenförekomst	NV(F)	V2SNN	V	2	S	N	N
SE733432-168305	Tvättstugebäcken	Piteälven - SE13000	Norrbotten - 25	Jokkmokk - 2510	SE1	SE1	Piteälven med kustvatten	RW	Vattenförekomst	NV(F)	V2SNN	V	2	S	N	N
SE735069-162977	SE735069-162977	Piteälven - SE13000	Norrbotten - 25	Arjeplog - 2506	SE1	SE1	Piteälven med kustvatten	RW	Vattenförekomst	NV(F)	V2SNN	V	2	S	N	N
SE733109-165462	SE733109-165462	Piteälven - SE13000	Norrbotten - 25	Arvidsjaur - 2505	SE1	SE1	Piteälven med kustvatten	RW	Vattenförekomst	NV(F)	V2LNN	V	2	L	N	N
SE753631-169871	Torneälven	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	SE1	SE1TO	Torneälven med kustvatten	RW	Vattenförekomst	NV(F)	V2LNN	V	2	L	N	N
SE762904-172417	SE762904-172417	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	SE1	SE1TO	Torneälven med kustvatten	RW	Vattenförekomst	NV(F)	V1SNN	V	1	S	N	N
SE744024-183323	SE744024-183323	Torneälven - SE1000	Norrbotten - 25	Övertorneå - 2518	SE1	SE1TO	Torneälven med kustvatten	RW	Vattenförekomst	NV(F)	V2SYN	V	2	S	Y	N
SE742729-184432	Kuittasjoki	Torneälven - SE1000	Norrbotten - 25	Övertorneå - 2518	SE1	SE1TO	Torneälven med kustvatten	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE742979-183974	Kuittasjoki	Torneälven - SE1000	Norrbotten - 25	Övertorneå - 2518	SE1	SE1TO	Torneälven med kustvatten	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE708995-170322	Kvarnbäcken	Umeälven - SE28000	Västerbotten - 24	Umeå - 2480, Vännäs - 2460	SE1	SE1	Ume- och Vindelälven med kustvatten	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE730029-148348	Tärnaån	Umeälven - SE28000	Västerbotten - 24	Sorsele - 2422, Storuman - 2421	SE1	SE1	Ume- och Vindelälven med kustvatten	RW	Vattenförekomst	NV(F)	V2LNN	V	2	L	N	N
SE708620-171973	Umeälven	Umeälven - SE28000	Västerbotten - 24	Umeå - 2480	SE1	SE1	Ume- och Vindelälven med kustvatten	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE707932-172164	Storrinneln	Umeälven - SE28000	Västerbotten - 24	Umeå - 2480	SE1	SE1	Ume- och Vindelälven med kustvatten	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE665819-154559	Vatthyttsbäcken	Dalälven - SE53000	Västmanland - 19	Sala - 1981	SE2	SE2	Dalälven Färnebofjärden - Grådö	RW	Vattenförekomst	NV(F)	V4SYN	V	4	S	Y	N
SE665863-153743	SE665863-153743	Dalälven - SE53000	Västmanland - 19	Sala - 1981	SE2	SE2	Dalälven Färnebofjärden - Grådö	RW	Vattenförekomst	NV(F)	V4SYN	V	4	S	Y	N
SE665899-154061	SE665899-154061	Dalälven - SE53000	Västmanland - 19	Sala - 1981	SE2	SE2	Dalälven Färnebofjärden - Grådö	RW	Vattenförekomst	NV(F)	V4SYN	V	4	S	Y	N
SE666322-154354	Kilsån	Dalälven - SE53000	Västmanland - 19	Sala - 1981	SE2	SE2	Dalälven Färnebofjärden - Grådö	RW	Vattenförekomst	NV(F)	V4SYY	V	4	S	Y	Y
SE666366-153817	Storån	Dalälven - SE53000	Västmanland - 19	Sala - 1981	SE2	SE2	Dalälven Färnebofjärden - Grådö	RW	Vattenförekomst	NV(F)	V4SYN	V	4	S	Y	N
SE666655-152340	Svartån	Dalälven - SE53000	Dalarna - 20	Avesta - 2084	SE2	SE2	Dalälven Färnebofjärden - Grådö	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE666738-151393	SE666738-151393	Dalälven - SE53000	Västmanland - 19	Norberg - 1962	SE2	SE2	Dalälven Färnebofjärden - Grådö	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE667094-154493	Herrgårdsbäcken	Dalälven - SE53000	Västmanland - 19	Sala - 1981	SE2	SE2	Dalälven Färnebofjärden - Grådö	RW	Vattenförekomst	NV(F)	V4SYN	V	4	S	Y	N
SE667239-156192	Andersboån	Dalälven - SE53000	Uppsala - 03	Heby - 0331	SE2	SE2	Nedre Dalälven	RW	Vattenförekomst	NV(F)	V4SYY	V	4	S	Y	Y
SE667389-154961	SE667389-154961	Dalälven - SE53000	Västmanland - 19	Sala - 1981	SE2	SE2	Dalälven Färnebofjärden - Grådö	RW	Vattenförekomst	NV(F)	V4SYN	V	4	S	Y	N
SE667719-152825	Norsån	Dalälven - SE53000	Dalarna - 20	Avesta - 2084	SE2	SE2	Dalälven Färnebofjärden - Grådö	RW	Vattenförekomst	NV(F)	V3LNN	V	3	L	N	N
SE667737-150703	Kräftbäcken	Dalälven - SE53000	Dalarna - 20	Hedemora - 2083	SE2	SE2	Dalälven Grådö - Torsång	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE667862-153447	SE667862-153447	Dalälven - SE53000	Dalarna - 20	Avesta - 2084	SE2	SE2	Dalälven Färnebofjärden - Grådö	RW	Vattenförekomst	NV(F)	V4SYN	V	4	S	Y	N
SE667865-155894	Kallbobäcken	Dalälven - SE53000	Uppsala - 03	Heby - 0331	SE2	SE2	Nedre Dalälven	RW	Vattenförekomst	NV(F)	V4SYN	V	4	S	Y	N
SE667994-156304	SE667994-156304	Dalälven - SE53000	Uppsala - 03	Heby - 0331	SE2	SE2	Nedre Dalälven	RW	Vattenförekomst	NV(F)	V4SYN	V	4	S	Y	N
SE668013-150551	SE668013-150551	Dalälven - SE53000	Dalarna - 20	Hedemora - 2083	SE2	SE2	Dalälven Grådö - Torsång	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE668141-150458	Lustån	Dalälven - SE53000	Dalarna - 20	Hedemora - 2083	SE2	SE2	Dalälven Grådö - Torsång	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
